StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q26_Browser,Q26_Version,Q26_Operating System,Q26_Resolution,QID54_First Click,QID54_Last Click,QID54_Page Submit,QID54_Click Count,real_imaginary,initials_box,describe,feelings_youalone,feelings_bothyoufirst,feelings_themalone,feelings_boththemfirst,feelings_neither,feelings_youaloneforgiven,feelings_DO_1,feelings_DO_2,feelings_DO_3,feelings_DO_4,feelings_DO_5,feelings_DO_6,feelings_exp,outcome_binary1,outcome_binary1_DO_1,outcome_binary1_DO_2,outcome_binary2,outcome_binary2_DO_1,outcome_binary2_DO_2,blame_1,attention_1,attention_1_TEXT,attention_2,attention_2_TEXT,attention_3,attention_3_TEXT,target_sex,target_sex_3_TEXT,sex,sex_3_TEXT,age,comments,mainControl,passedattn,lottery_draw,winner,initials,initiator_type,InitiatorType-binarychoice_DO_outcome_binary2,InitiatorType-binarychoice_DO_outcome_binary1,InitiatorType-binarychoice_DO_Q30,sentiment_score,sentiment_category,Tokens,LogProbs,Emotion_Score,Labels
2021-01-27 12:12:42,2021-01-27 12:18:35,IP Address,50.237.5.2,100,352,True,2021-01-27 12:18:35,R_1OOE61GORoVMF3d,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1280x800,39.915,41.224,42.012,2.0,I have thought of a real argument/conflict from my life where this is true,MP,My colleague and I disagreed on the degrees of prioritization in implementing a project.,-13.0,12.0,-23.0,21.0,-30.0,-7.0,4.0,1.0,3.0,2.0,5.0,6.0,"I always feel worse when I am still harboring negative feelings versus the other person still harboring negative feelings. When the other person apologizes first, as long as it's sincere, I feel like they understand my viewpoint.","I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,54.0,,,,,,banana,Female,,Female,,29.0,,showConsentOn showAttnOn,yes,27,0,MP,always,3.0,2.0,1.0,-0.3182,Negative,,-0.00020640128,0.9997936200192787,Neutral
2021-01-27 12:12:38,2021-01-27 12:18:42,IP Address,69.245.178.136,100,363,True,2021-01-27 12:18:42,R_3CHIMCYzzRNDJhL,,,,,41.8919982910156,-87.6416015625,anonymous,EN,AGREE,Chrome,87.0.4280.67,Macintosh,1440x900,40.286,40.286,42.922,1.0,I have thought of a real argument/conflict from my life where this is true,DB,"After completing AP for the company, I mailed a check to a destination when I wasn't supposed to. DB was extremely upset because she was in charge of making sure that check got to where it needed to go. Nobody told me to treat that check any differently than the others, so I didn't give it to her to handle. ",-30.0,4.0,-27.0,17.0,-23.0,-30.0,2.0,3.0,5.0,1.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,45.0,,,,,,banana,Female,,Female,,28.0,,showConsentOn showAttnOn,yes,47,0,DB,conditional,3.0,2.0,1.0,0.2748,Positive,,-0.3262734,0.721607872867602,Negative
2021-01-27 12:12:40,2021-01-27 12:18:54,IP Address,137.83.250.144,100,373,True,2021-01-27 12:18:54,R_3ETfgmPWW135fiC,,,,,39.048095703125,-77.472801208496,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 6.3,1920x1080,42.372,42.372,43.305,1.0,I have thought of a real argument/conflict from my life where this is true,MS,Disagreement on strategy and direction with a certain customer.,-20.0,-10.0,-30.0,-20.0,-10.0,-30.0,1.0,2.0,4.0,5.0,3.0,6.0,I'd want to apologize first but it would still pain me to know I wasn't at majority of fault to apologize first.,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,40.0,,,,,,banana,Male,,Male,,30.0,"I will always look internally for what I could have done better, but I also expect that out of others. Granted, if MS is to apologize and truly reflect I would be much more satisfied and believe it would strengthen our relationship. I tend to lean into conflict as I see it as an opportunity to strengthen the relationship rather than deteriorate it.",showConsentOn showAttnOn,yes,39,0,MS,conditional,2.0,3.0,1.0,-0.1027,Negative,,-0.22463731,0.7988058851331321,Neutral
2021-01-27 12:13:41,2021-01-27 12:19:05,IP Address,165.225.208.244,100,323,True,2021-01-27 12:19:05,R_1Cfpswb0QXwsb0G,,,,,43.642593383789,-79.4001998901367,anonymous,EN,AGREE,Edge,18.18363,Windows NT 10.0,1920x1200,49.624,49.624,52.438,1.0,I have thought of a real argument/conflict from my life where this is true,MD,"We were wrong in some of our phone testing, but the building was also experiencing a lot of user error and not admitting it",9.0,30.0,-21.0,30.0,-2.0,-7.0,3.0,1.0,5.0,4.0,2.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",2.0,1.0,51.0,,,,,,banana,Female,,Male,,28.0,,showConsentOn showAttnOn,yes,40,0,MD,always,2.0,3.0,1.0,-0.6808,Negative,,-0.12043617,0.8865336729837751,Negative
2021-01-27 12:12:38,2021-01-27 12:19:14,IP Address,76.16.36.127,100,395,True,2021-01-27 12:19:15,R_ZKKTKeRlmIFd5Qt,,,,,41.9214935302734,-87.6445999145507,anonymous,EN,AGREE,Safari iPhone,14.0.2,iPhone,414x896,4.448,65.234,68.217,9.0,I have thought of a real argument/conflict from my life where this is true,HC,HC thought we were deliberately leaving her out by leaving her behind at a red light. We did not realize she was following us and did not know where she was going without us. We also didn’t know she couldn’t text or call because she was on another call. ,-5.0,26.0,-6.0,27.0,-20.0,5.0,3.0,4.0,5.0,2.0,1.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,39.0,,,,,,Banana,Female,,Female,,30.0,This conflict happened in an environment that was already tense due to clashing personalities/work styles. ,showConsentOn showAttnOn,yes,10,0,HC,always,2.0,3.0,1.0,0.0,Neutral,,-0.02430214,0.9759907793509432,Neutral
2021-01-27 12:12:42,2021-01-27 12:19:17,IP Address,207.229.180.121,100,394,True,2021-01-27 12:19:18,R_WksLSD9WfbhPNIJ,,,,,41.8710021972656,-87.6288986206054,anonymous,EN,AGREE,Safari,13.1.2,Macintosh,1440x900,57.543,57.543,60.892,1.0,I have thought of a real argument/conflict from my life where this is true,JB,"J.B - who is a in a higher position than I am - tried to push their way into a project that I was working on with someone else. They couldn't take any of the hints I was dropping about not taking them on, but they kept insisting. This only stopped when my supervisor, who is at the same rank as J.B, stepped in and took the blame on himself saying that he didn't want more people in the project. I feel like I could have been more direct and saved my supervisor from having to take on that responsibility. ",-20.0,-10.0,-10.0,10.0,0.0,-30.0,4.0,1.0,3.0,5.0,2.0,6.0,"I did neutral for some because I would prefer not to have to even talk to them if possible, so it doesn't matter for me if we don't apologize to each other because it would mean I have to confront them again",Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,19.0,,,,,,banana,Male,,Female,,26.0,,showConsentOn showAttnOn,yes,17,0,JB,never,3.0,2.0,1.0,0.3741,Positive,,-0.026676564,0.9736761125084114,Negative
2021-01-27 12:12:52,2021-01-27 12:19:18,IP Address,68.84.176.5,100,385,True,2021-01-27 12:19:18,R_vYWE7gCy9xrbATn,,,,,43.0213012695312,-85.6063995361328,anonymous,EN,AGREE,Chrome,88.0.4324.96,Macintosh,1440x900,93.161,93.161,98.356,1.0,I have thought of a real argument/conflict from my life where this is true,mr,"I wanted to advance our marketing strategy and got some things in motion; Afterwards, I looped in marketing team (should have done it before not after - my fault).  At a meeting, they were quite rude  that they had not been previously made aware of our needs.  Then when I asked for a strategic plan they kept referring to doing a roadmap and I asked for clarification and never got it. ",-30.0,11.0,20.0,30.0,-20.0,1.0,5.0,1.0,2.0,3.0,4.0,6.0,,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,40.0,,,,,,banana,Male,,Female,,45.0,,showConsentOn showAttnOn,yes,42,0,mr,never,3.0,2.0,1.0,-0.5095,Negative,,-0.022301955,0.9779448951129647,Negative
2021-01-27 12:12:43,2021-01-27 12:19:18,IP Address,198.54.106.26,100,395,True,2021-01-27 12:19:18,R_A6Zu0rorxHYhIBP,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1680x1050,48.243,48.243,49.934,1.0,I have thought of a real argument/conflict from my life where this is true,JC,JC had rules that applied to everyone but her. She was a manager but did not operate like one. She did not want to be held accountable to anyone. The conflict was that she heard that she was not available to me for questions when I started my new job; she was very offended. She also did not understand why I wanted to go to the NY office for onboarding. ,-30.0,11.0,0.0,21.0,-21.0,-10.0,3.0,1.0,4.0,2.0,5.0,6.0,,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,9.0,,,,,,banana,Female,,Female,,50.0,,showConsentOn showAttnOn,yes,14,0,JC,never,2.0,3.0,1.0,-0.8354,Negative,,-0.0034299581,0.9965759174866922,Negative
2021-01-27 12:12:46,2021-01-27 12:19:19,IP Address,63.139.68.84,100,392,True,2021-01-27 12:19:20,R_3PhRuMLpU5sBRM9,,,,,41.8018035888671,-87.5992965698242,anonymous,EN,AGREE,Chrome,88.0.4324.96,Macintosh,1680x1050,84.682,84.682,85.794,1.0,I have thought of a real argument/conflict from my life where this is true,FY,"We were working on a research project together. She was my PI and I was the first author. We disagreed about how the surveys should be constructed and how the results should be presented. I thought she was being too conclusive and exaggerating the findings, while she thought I was being too idealistic and not trusting her expertise enough.",-14.0,5.0,11.0,10.0,-6.0,-15.0,3.0,1.0,2.0,5.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,33.0,,,,,,banana,Female,,Male,,20.0,,showConsentOn showAttnOn,yes,12,0,FY,always,2.0,3.0,1.0,-0.3523,Negative,,-0.1293145,0.8786975716986297,Neutral
2021-01-27 12:12:44,2021-01-27 12:19:23,IP Address,23.122.157.249,100,398,True,2021-01-27 12:19:24,R_5tlX2wY5HSe2xLX,,,,,33.6748046875,-117.908905029296,anonymous,EN,AGREE,Chrome,87.0.4280.88,Macintosh,1440x900,33.426,33.426,37.95,1.0,I have thought of a real argument/conflict from my life where this is true,AW,"I wanted to make the engineering work simple for myself, as I was running against a deadline. I reached out to a corporate lawyer unilaterally to get permission. However, AW didn't like me doing this without gaining consensus with the team first.",-8.0,19.0,11.0,19.0,-8.0,9.0,3.0,2.0,1.0,5.0,4.0,6.0,Mutual apology would be good.,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,60.0,,,,,,banana,Male,,Male,,27.0,,showConsentOn showAttnOn,yes,13,0,AW,conditional,3.0,2.0,1.0,-0.4664,Negative,,-0.5838531,0.5577451730680478,Neutral
2021-01-27 12:12:53,2021-01-27 12:19:23,IP Address,73.168.32.56,100,389,True,2021-01-27 12:19:25,R_27fbq5Sq2Fb0Kfw,,,,,41.9214935302734,-87.6445999145507,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1440x900,40.489,40.489,41.377,1.0,I have thought of a real argument/conflict from my life where this is true,AN,"Manager was a micromanager who didn't trust the work of his team and frequently set time-based work goals (i.e., working til 11 tonight rather than working til we get these discrete tasks finished). This created an environment where careful attention to detail and productivity were less important because you would have to re-do work anyway and the speed at which you completed work was irrelevant to finishing each workday.",-17.0,-5.0,-5.0,5.0,-13.0,-20.0,1.0,2.0,3.0,5.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,55.0,,,,,,banana,Male,,Male,,27.0,,showConsentOn showAttnOn,yes,37,0,AN,always,3.0,2.0,1.0,0.104,Positive,,-0.0011347394,0.9988659041733006,Negative
2021-01-27 12:12:47,2021-01-27 12:19:32,IP Address,73.209.24.97,100,405,True,2021-01-27 12:19:32,R_2qgalYmWM5Dtnij,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,70.786,70.786,71.647,1.0,I have thought of a real argument/conflict from my life where this is true,ZS,ZS was my boss. ZS thought I wasn't pulling my weight anymore. I was incredibly disgruntled and overworked and felt set up for failure with how much he expected of me.,-30.0,-10.0,20.0,30.0,-30.0,-30.0,3.0,2.0,1.0,4.0,5.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,20.0,,,,,,banana,Male,,Female,,28.0,,showConsentOn showAttnOn,yes,7,0,ZS,conditional,2.0,3.0,1.0,-0.5106,Negative,,-0.14790653,0.8625117301458519,Negative
2021-01-27 12:15:09,2021-01-27 12:19:32,IP Address,73.36.164.230,100,263,True,2021-01-27 12:19:34,R_1jcvOpgQYYmOomi,,,,,41.8018035888671,-87.5992965698242,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1920x1080,43.056,43.056,44.986,1.0,I have thought of a real argument/conflict from my life where this is true,PH,"This person doesn't understand the priorities of our center. They feel entitled to own everything,",-30.0,11.0,4.0,12.0,-9.0,-30.0,1.0,5.0,3.0,2.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,0.0,,,,,,banana,Female,,Male,,45.0,,showConsentOn showAttnOn,yes,36,0,PH,conditional,2.0,3.0,1.0,0.2732,Positive,,-0.0027581532,0.9972456470098807,Negative
2021-01-27 12:12:44,2021-01-27 12:19:37,IP Address,73.9.102.235,100,413,True,2021-01-27 12:19:37,R_12uwCH32lRR4nNJ,,,,,41.8018035888671,-87.5992965698242,anonymous,EN,AGREE,Chrome,86.0.4240.193,Windows NT 10.0,1280x1024,54.887,54.887,55.842,1.0,I have thought of a real argument/conflict from my life where this is true,AC,"I was slow to turn in a page that was needed for our annual report. I knew the actual deadline was later than what I was given, and it wasn't my top priority, so I didn't respect the timeline I was given. I turned it in and went out of town. My boss got a complaint. Rather than asking me what happened she just railed at me. She got numerous facts wrong and accused me of doing a sloppy job and the document of having tons of errors. It did not. It was just late. She made up her mind about me prior to actual experience and conversation.",-30.0,20.0,-21.0,30.0,-30.0,-30.0,2.0,3.0,5.0,1.0,4.0,6.0,"I would feel terrible if no apologies were made, or if I never apologized. Because I did understand I had a part and didn't like it/felt guilt.","I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,25.0,,,,,,banana,Female,,Female,,38.0,,showConsentOn showAttnOn,yes,42,0,AC,conditional,2.0,3.0,1.0,-0.9067,Negative,,-0.011310827,0.988752899909398,Negative
2021-01-27 12:13:04,2021-01-27 12:19:47,IP Address,73.44.233.166,100,403,True,2021-01-27 12:19:47,R_1pM9FhsANR8zYEr,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,37.4,37.4,39.487,1.0,I have thought of a real argument/conflict from my life where this is true,KC," We were working on content production for a client at an advertising agency. The project had been passed from one producer to a second one, since the first producer left the agency and we were going over the budget for the content production. We noticed in that meeting that the numbers didn't align and we seemed to have miraculously shaved ~30K off of the budget. We didn't understand how we had done it, but were happy to have some wiggle room. It turns out that as we walked through the budget, we didn't ask the right questions and had forgotten to budget for a whole video series that got lost in translation. We found ourselves scrambling ON SET to find extra budget and make this extra series. The argument led in who was responsible for noticing that lapse.",-30.0,20.0,-30.0,30.0,-10.0,-20.0,3.0,1.0,4.0,5.0,2.0,6.0,"To this day (this was four years ago) I still feel we were both to blame, but I ended up being reprimanded by our managers. If she didn't apologize, I would be extremely upset because I had harsher consequences, but we were both to blame for the mistake.","I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",2.0,1.0,60.0,,,,,,banana,Female,,Female,,30.0,,showConsentOn showAttnOn,yes,8,0,KC,always,3.0,2.0,1.0,0.1154,Positive,,-0.16996308,0.8436959652764136,Negative
2021-01-27 12:12:44,2021-01-27 12:19:49,IP Address,73.44.0.173,100,424,True,2021-01-27 12:19:49,R_2xE1yatgftZbevD,,,,,41.7821044921875,-87.6045989990234,anonymous,EN,AGREE,Firefox,83,Macintosh,2560x1440,32.099,32.099,34.418,1.0,I have thought of a real argument/conflict from my life where this is true,RV,"committee work, I communicated with our boss about the status of our project, my counterpart chastised me for communicating (A) without checking with the committee, and (B) at all.  He was very angry; I was upset because he was angry",10.0,20.0,20.0,20.0,-5.0,20.0,3.0,1.0,2.0,4.0,5.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,60.0,,,,,,banana,Male,,Male,,73.0,,showConsentOn showAttnOn,yes,19,0,RV,conditional,3.0,2.0,1.0,-0.9224,Negative,,-0.14602926,0.8641324183001673,Negative
2021-01-27 12:12:51,2021-01-27 12:20:23,IP Address,136.30.120.54,100,451,True,2021-01-27 12:20:23,R_p6QGE8zYNW6CJ2h,,,,,41.8710021972656,-87.6288986206054,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1504x1003,17.996,39.813,41.054,2.0,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),PA,During an audit PA was consistently finishing with her audits and I was pushing her to remain on schedule,-6.0,20.0,-11.0,26.0,-18.0,-7.0,5.0,2.0,4.0,3.0,1.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,43.0,,,,,,banana,Female,,Female,,25.0,,showConsentOn showAttnOn,yes,29,0,PA,always,3.0,2.0,1.0,0.0,Neutral,,-0.06759081,0.9346428418456973,Neutral
2021-01-27 12:12:42,2021-01-27 12:20:28,IP Address,98.206.147.184,100,466,True,2021-01-27 12:20:30,R_T26HHaZWzroxDB7,,,,,41.8094940185546,-87.6521987915039,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,3840x2160,71.948,71.948,73.665,1.0,I have thought of a real argument/conflict from my life where this is true,TLS,The colleague was having a terrible day and she misinterpreted the goals of a meeting I requested and said it was a waste of her time.  She was very upset at me and I interpreted her anger as being harsh so I became defensive and was disturbed by her anger. ,-28.0,13.0,5.0,20.0,-26.0,-30.0,5.0,3.0,2.0,4.0,1.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,30.0,,,,,,banana,Female,,Female,,51.0,,showConsentOn showAttnOn,yes,17,0,TLS,always,2.0,3.0,1.0,-0.9706,Negative,,-0.12577245,0.8818154810681016,Negative
2021-01-27 12:12:46,2021-01-27 12:20:38,IP Address,73.246.184.159,100,471,True,2021-01-27 12:20:38,R_1KejhxTVvCWMuut,,,,,41.613296508789,-87.0446014404296,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,70.301,70.301,94.07,1.0,I have thought of a real argument/conflict from my life where this is true,KB,KB wanted to offer me a promotion contingent upon me not leaving the company in the next year to pursue higher education. I felt misled due to earlier conversations where the contingency was not discussed.,8.0,18.0,10.0,23.0,-20.0,-5.0,5.0,2.0,3.0,1.0,4.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",2.0,1.0,32.0,,,,,,banana,Female,,Female,,27.0,,showConsentOn showAttnOn,yes,8,0,KB,always,2.0,3.0,1.0,0.0,Neutral,,-0.0101356795,0.9899155133952152,Negative
2021-01-27 12:12:40,2021-01-27 12:20:45,IP Address,76.75.11.149,100,484,True,2021-01-27 12:20:46,R_2uCy8bWlBccC8rN,,,,,45.2846984863281,-111.368301391601,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,66.837,66.837,68.908,1.0,I have thought of a real argument/conflict from my life where this is true,DT,"Project update meeting where I received feedback from my supervisor on the quality of my teams output thus far. He was disappointed in it and mentioned it was not at a ""client ready"" level. I argued that he (and his supervisor) did not understand the evolution of the team's skills and the stage of our project so far. We were ramping up a brand new skill set and were about to reach an inflection point. they were judging WIP work as final though it was clearly not final, nor was it it meant to be yet. ",-24.0,-21.0,-13.0,10.0,-24.0,-30.0,4.0,2.0,5.0,1.0,3.0,6.0,"Though an apology from both sides would matter to me, what would matter most is explicitly identifing the miscommunication - what assumptions we each made that drove at the argument -. Even if we both apologized, if there was no clear discussion about the common ground & differences, I would feel dissatisfied. ","I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,Neither I nor ${e://Field/initials} apologizes.,1.0,2.0,30.0,,,,,,banana,Male,,Female,,30.0,,showConsentOn showAttnOn,yes,4,0,DT,conditional,3.0,2.0,1.0,-0.6007,Negative,,-0.63570267,0.5295632493438881,Negative
2021-01-27 12:12:35,2021-01-27 12:21:00,IP Address,24.1.36.229,100,505,True,2021-01-27 12:21:00,R_33kUsG7S3opMB8B,,,,,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,101.926,101.926,103.905,1.0,I have thought of a real argument/conflict from my life where this is true,KNR,"He did not work hard and focused on meaningless stuff, which irrelated me and affected us badly in terms of progress as a team.",-25.0,-10.0,-24.0,20.0,-30.0,-22.0,5.0,3.0,4.0,1.0,2.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,74.0,5.0,,4.0,,5.0,banana,Male,,Male,,31.0,,showConsentOn showAttnOn,yes,38,0,KNR,always,3.0,2.0,1.0,-0.2273,Negative,,-0.007842379,0.9921882922233654,Negative
2021-01-27 12:14:53,2021-01-27 12:22:03,IP Address,73.6.250.72,100,430,True,2021-01-27 12:22:04,R_3rOfClDLW3fidOW,,,,,29.7738037109375,-95.4059982299804,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,768x1024,7.268,27.39,28.166,5.0,I have thought of a real argument/conflict from my life where this is true,HS,I gave a struggling colleague some friendly advice about taking more initiative at work. She refused to hear me out and our conflict escalated from there,-10.0,10.0,-10.0,20.0,-5.0,4.0,1.0,5.0,4.0,3.0,2.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",1.0,2.0,"I apologize first, but ${e://Field/initials} does not apologize after that.",1.0,2.0,50.0,,,,,,Banana,Female,,Female,,30.0,,showConsentOn showAttnOn,yes,41,0,HS,always,2.0,3.0,1.0,-0.4767,Negative,,-0.019314298,0.9808710279885697,Negative
2021-01-27 12:12:53,2021-01-27 21:15:35,IP Address,45.33.55.254,95,32562,False,2021-01-29 10:27:34,R_6Xt4fh0PqT0A9Cp,,,,,,,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1680x1050,31.424,31.424,34.339,1.0,I have thought of a real argument/conflict from my life where this is true,M,"We had different plans, especially different ideal places, for a journey.",-17.0,-6.0,10.0,18.0,-13.0,11.0,2.0,1.0,3.0,4.0,5.0,6.0,,"I apologize first, then ${e://Field/initials} apologizes.",2.0,1.0,Neither I nor ${e://Field/initials} apologizes.,2.0,1.0,67.0,,,,,,banana,Female,,Female,,30.0,,showConsentOn showAttnOn,yes,35,0,M,conditional,3.0,2.0,1.0,0.5688,Positive,,-0.0004207827,0.9995793058166245,Neutral
